index,wind_BE,wind_DE,wind_DK,wind_NL,wind_NO,wind_UK
4522,0.278,0.0848,0.0964,0.2429,0.4306,0.2343
4523,0.2588,0.134,0.1381,0.2658,0.5215,0.1894
4524,0.2523,0.2211,0.1978,0.3065,0.6145,0.1609
4525,0.2386,0.3218,0.2668,0.3334,0.6974,0.1321
4526,0.2152,0.4002,0.341,0.3348,0.7673,0.1093
4527,0.1848,0.4365,0.3977,0.3152,0.8189,0.0989
4528,0.1529,0.4384,0.4309,0.2869,0.842,0.0896
4529,0.1187,0.4349,0.4706,0.2604,0.839,0.0754
4530,0.0846,0.4489,0.5382,0.2442,0.815,0.0792
4531,0.06,0.4732,0.6205,0.2376,0.7833,0.1008
4532,0.0395,0.4858,0.6864,0.227,0.741,0.1269
4533,0.0295,0.4822,0.6907,0.2141,0.6592,0.166
4534,0.0262,0.4841,0.6733,0.2105,0.5414,0.182
4535,0.0228,0.506,0.6561,0.212,0.4152,0.1748
4536,0.0157,0.5245,0.6531,0.2093,0.2757,0.1634
4537,0.0114,0.5291,0.6385,0.2039,0.1588,0.1533
4538,0.0079,0.5298,0.6242,0.1988,0.0843,0.155
4539,0.0076,0.5374,0.6148,0.2006,0.0611,0.1575
4540,0.012,0.5451,0.6109,0.2051,0.0537,0.1634
4541,0.0206,0.549,0.6007,0.2125,0.0543,0.1525
4542,0.0326,0.5466,0.5845,0.219,0.0539,0.1389
4543,0.0542,0.5434,0.5706,0.229,0.0633,0.1501
4544,0.0855,0.5397,0.5709,0.2423,0.101,0.1721
4545,0.1209,0.5403,0.5727,0.258,0.1451,0.1885
4546,0.1484,0.5479,0.5776,0.2749,0.1776,0.1838
4547,0.1629,0.5674,0.5909,0.2883,0.2072,0.1686
4548,0.1714,0.5951,0.6017,0.3017,0.2189,0.1429
4549,0.1659,0.6193,0.6045,0.3066,0.2002,0.1127
4550,0.1417,0.6493,0.597,0.3055,0.1883,0.0908
4551,0.1103,0.6888,0.6,0.3046,0.1951,0.0743
4552,0.0768,0.7343,0.5833,0.3076,0.1942,0.0571
4553,0.0551,0.7748,0.5193,0.3143,0.1911,0.0365
4554,0.0536,0.8027,0.3944,0.3251,0.1693,0.0252
4555,0.0676,0.8111,0.2196,0.3392,0.151,0.0279
4556,0.0945,0.8016,0.079,0.3565,0.1533,0.0323
4557,0.1476,0.7735,0.0176,0.3858,0.1977,0.0316
4558,0.2158,0.7314,0.0123,0.4223,0.257,0.0308
4559,0.2934,0.6761,0.01,0.4532,0.307,0.0283
4560,0.3571,0.624,0.0075,0.4765,0.362,0.0242
4561,0.392,0.5708,0.0179,0.4797,0.4241,0.0222
4562,0.4209,0.4945,0.0381,0.4697,0.4981,0.0212
4563,0.4182,0.4138,0.081,0.427,0.5782,0.0179
4564,0.4102,0.3362,0.1314,0.3789,0.6187,0.0122
4565,0.41,0.2984,0.1678,0.3629,0.6709,0.005
4566,0.4107,0.3101,0.1802,0.3765,0.7175,0.0
4567,0.4194,0.3331,0.1677,0.3991,0.7534,0.0
4568,0.437,0.3391,0.1414,0.4178,0.7775,0.0
4569,0.4394,0.3299,0.1003,0.4217,0.7838,0.0001
4570,0.422,0.3403,0.078,0.4248,0.7849,0.0017
4571,0.3777,0.4003,0.0864,0.4285,0.7858,0.0142
4572,0.3312,0.4911,0.1222,0.4283,0.7896,0.0357
4573,0.2815,0.5669,0.1918,0.4119,0.7968,0.0634
4574,0.2193,0.6035,0.2914,0.376,0.8014,0.0861
4575,0.1425,0.6084,0.4154,0.3281,0.7885,0.1093
4576,0.0696,0.6035,0.5176,0.2815,0.7681,0.1182
4577,0.0323,0.5963,0.5787,0.2538,0.746,0.1134
4578,0.0242,0.5829,0.6043,0.2347,0.7173,0.1247
4579,0.0573,0.5553,0.6088,0.2264,0.6916,0.1525
4580,0.1388,0.5222,0.6041,0.2447,0.6366,0.1748
4581,0.1868,0.4928,0.5942,0.2654,0.5809,0.1748
4582,0.1859,0.4577,0.575,0.2613,0.5319,0.1328
4583,0.1769,0.4299,0.5501,0.2506,0.48,0.0861
4584,0.192,0.4308,0.5197,0.2568,0.4192,0.0472
4585,0.2245,0.4404,0.486,0.2773,0.3564,0.0232
4586,0.274,0.439,0.4516,0.3039,0.3032,0.014
4587,0.3109,0.4345,0.4205,0.3236,0.2897,0.0096
4588,0.3268,0.4182,0.3829,0.3363,0.2961,0.0042
4589,0.2645,0.3965,0.3507,0.303,0.3079,0.0083
4590,0.199,0.3656,0.3152,0.2591,0.3111,0.0092
4591,0.1438,0.327,0.2685,0.2179,0.295,0.0179
4592,0.0958,0.2947,0.2233,0.1796,0.2767,0.0417
4593,0.076,0.2645,0.1994,0.1536,0.2672,0.0867
4594,0.0649,0.2393,0.1957,0.1362,0.2693,0.1405
4595,0.0574,0.2292,0.2053,0.1294,0.2847,0.1894
4596,0.0577,0.2224,0.2257,0.1258,0.3072,0.2397
4597,0.049,0.2272,0.2479,0.1227,0.3184,0.2932
4598,0.0545,0.2271,0.28,0.1195,0.3058,0.3772
4599,0.0629,0.1996,0.3003,0.1072,0.2804,0.4762
4600,0.0869,0.1645,0.2977,0.1026,0.2499,0.6275
4601,0.1231,0.1306,0.2804,0.1068,0.2262,0.7697
4602,0.1615,0.097,0.2414,0.1163,0.1961,0.8346
4603,0.189,0.0716,0.179,0.127,0.1552,0.8436
4604,0.2199,0.061,0.1285,0.1453,0.1132,0.8483
4605,0.2147,0.0555,0.1074,0.1462,0.0592,0.7146
4606,0.1875,0.0517,0.1139,0.1324,0.0275,0.6608
4607,0.1687,0.0502,0.1285,0.1185,0.038,0.6161
4608,0.1738,0.0458,0.1254,0.1176,0.0572,0.6031
4609,0.1927,0.0371,0.1057,0.1252,0.0594,0.6212
4610,0.2119,0.0281,0.081,0.1412,0.0382,0.6186
4611,0.2321,0.0275,0.0685,0.1647,0.0143,0.5794
4612,0.2564,0.0515,0.0556,0.2091,0.0094,0.5208
4613,0.2386,0.1102,0.0453,0.2404,0.0228,0.4665
4614,0.2991,0.1905,0.0479,0.2864,0.0525,0.4289
4615,0.3791,0.2517,0.0649,0.3313,0.0906,0.4456
4616,0.4369,0.2856,0.0942,0.3592,0.1296,0.4359
4617,0.4548,0.2879,0.1253,0.3649,0.1566,0.3947
4618,0.4049,0.2653,0.1612,0.3346,0.1683,0.3692
4619,0.3634,0.2308,0.2084,0.3012,0.1685,0.3561
4620,0.3252,0.1886,0.254,0.2704,0.1597,0.3574
4621,0.3135,0.1577,0.2664,0.2535,0.144,0.3719
4622,0.3125,0.1323,0.2504,0.2399,0.1276,0.4124
4623,0.3678,0.1155,0.2315,0.26,0.1147,0.4595
4624,0.4553,0.1141,0.2064,0.3085,0.1086,0.4567
4625,0.5291,0.1238,0.1851,0.3529,0.0927,0.4015
4626,0.6091,0.1387,0.161,0.4021,0.0726,0.3521
4627,0.6685,0.1376,0.1503,0.4376,0.0551,0.329
4628,0.6737,0.1393,0.146,0.4481,0.0481,0.3189
4629,0.619,0.1526,0.1448,0.4188,0.0747,0.3065
4630,0.5457,0.1443,0.1362,0.3701,0.1267,0.2697
4631,0.4797,0.1258,0.1297,0.325,0.1801,0.2311
4632,0.4055,0.1195,0.1223,0.2776,0.2365,0.2067
4633,0.3346,0.1154,0.1236,0.2226,0.2804,0.1989
4634,0.284,0.0984,0.1249,0.1818,0.3029,0.2077
4635,0.2516,0.0766,0.1286,0.1547,0.3126,0.2259
4636,0.2281,0.0586,0.1273,0.1376,0.2602,0.2472
4637,0.2066,0.0472,0.1294,0.1248,0.2747,0.2517
4638,0.1904,0.0469,0.1486,0.1163,0.2677,0.2837
4639,0.1773,0.057,0.171,0.1078,0.2687,0.3328
4640,0.1849,0.067,0.1963,0.1142,0.2827,0.3626
4641,0.1846,0.0596,0.2056,0.1142,0.2889,0.4056
4642,0.1696,0.0452,0.2046,0.106,0.3126,0.4581
4643,0.1501,0.0357,0.1921,0.0971,0.3515,0.5139
4644,0.1219,0.0284,0.1684,0.0836,0.401,0.5497
4645,0.0949,0.0209,0.1396,0.0688,0.4334,0.5646
4646,0.0694,0.0136,0.1144,0.0535,0.4375,0.5524
4647,0.0411,0.0086,0.0938,0.0377,0.4375,0.5305
4648,0.0217,0.0058,0.077,0.0264,0.4312,0.4553
4649,0.0111,0.004,0.0624,0.0169,0.4222,0.3732
4650,0.0085,0.0029,0.0462,0.011,0.3968,0.286
4651,0.0086,0.0037,0.0401,0.0079,0.359,0.2685
4652,0.01,0.0053,0.0417,0.0064,0.3409,0.2663
4653,0.0133,0.0089,0.0371,0.0117,0.3089,0.264
4654,0.0172,0.0141,0.0353,0.0215,0.2519,0.2528
4655,0.0213,0.0258,0.0384,0.0338,0.2327,0.229
4656,0.0254,0.0351,0.0378,0.0418,0.2347,0.1932
4657,0.0312,0.0365,0.0344,0.0451,0.2465,0.16
4658,0.0353,0.048,0.0313,0.0524,0.2566,0.1413
4659,0.031,0.0616,0.0416,0.0545,0.2565,0.1436
4660,0.0289,0.0609,0.0595,0.0534,0.2372,0.1575
4661,0.0384,0.0557,0.0632,0.0578,0.2094,0.1609
4662,0.0424,0.0498,0.0724,0.0581,0.224,0.16
4663,0.0478,0.0442,0.0819,0.0583,0.2447,0.1838
4664,0.0527,0.0377,0.0972,0.0571,0.2563,0.2106
4665,0.0633,0.0298,0.1072,0.0573,0.2709,0.2249
4666,0.0814,0.0248,0.1033,0.0606,0.2908,0.2539
4667,0.1039,0.0217,0.0983,0.0671,0.3158,0.2813
4668,0.126,0.0188,0.1031,0.0744,0.341,0.2872
4669,0.1393,0.0153,0.1105,0.0789,0.3604,0.2825
4670,0.1419,0.0114,0.1183,0.0783,0.3625,0.2708
4671,0.1168,0.0073,0.1104,0.0649,0.3749,0.2813
4672,0.0893,0.004,0.0862,0.0504,0.3811,0.292
4673,0.0625,0.0021,0.0633,0.0363,0.3871,0.2606
4674,0.0486,0.0012,0.0435,0.0279,0.3834,0.2364
4675,0.0534,0.0016,0.0315,0.0326,0.3881,0.2187
4676,0.0731,0.0043,0.0234,0.048,0.4049,0.1932
4677,0.1027,0.0131,0.0176,0.07,0.4036,0.1161
4678,0.128,0.0276,0.015,0.0915,0.3978,0.0615
4679,0.155,0.0466,0.0173,0.1132,0.3829,0.0327
4680,0.1859,0.0689,0.0263,0.1385,0.3619,0.0209
4681,0.22,0.091,0.0446,0.1681,0.3459,0.0182
4682,0.2631,0.1131,0.0732,0.2074,0.3449,0.0272
4683,0.2814,0.1257,0.1069,0.228,0.34,0.0468
4684,0.2978,0.1222,0.1238,0.23,0.3234,0.0716
4685,0.3173,0.1056,0.1026,0.2326,0.3175,0.0995
4686,0.3697,0.1009,0.087,0.2623,0.3937,0.0927
4687,0.5423,0.1218,0.0963,0.3634,0.4296,0.0781
4688,0.6642,0.1544,0.1136,0.4532,0.4854,0.082
4689,0.7252,0.1642,0.134,0.4965,0.5273,0.0933
4690,0.7633,0.1664,0.1434,0.5229,0.5443,0.1147
4691,0.7868,0.174,0.1404,0.5455,0.5857,0.1382
4692,0.7901,0.1638,0.1398,0.5462,0.5875,0.1492
4693,0.787,0.1435,0.166,0.5419,0.5424,0.1634
4694,0.7844,0.1273,0.1908,0.5439,0.4694,0.1847
4695,0.7638,0.1346,0.2219,0.5497,0.3717,0.1951
4696,0.7083,0.1587,0.2412,0.5337,0.2788,0.1998
4697,0.6593,0.2069,0.2269,0.5371,0.1831,0.1922
4698,0.608,0.2482,0.2238,0.5174,0.113,0.1677
4699,0.5754,0.2666,0.2761,0.5002,0.0911,0.1739
4700,0.5329,0.2811,0.3676,0.4754,0.0861,0.197
4701,0.4831,0.294,0.4473,0.4407,0.0924,0.2087
4702,0.4365,0.3045,0.4882,0.4054,0.1016,0.1932
4703,0.3817,0.2967,0.4767,0.3582,0.1069,0.1703
4704,0.3282,0.2722,0.4476,0.3058,0.1096,0.1359
4705,0.2789,0.2443,0.3955,0.2628,0.0976,0.0861
4706,0.2172,0.2185,0.3229,0.2167,0.0808,0.06
4707,0.1657,0.183,0.2625,0.1755,0.0635,0.0557
4708,0.1287,0.1417,0.2119,0.1403,0.0518,0.0451
4709,0.108,0.1073,0.1937,0.1157,0.0457,0.0342
4710,0.1019,0.0798,0.1692,0.1016,0.0425,0.0212
4711,0.0948,0.0612,0.1496,0.0899,0.042,0.0161
4712,0.0865,0.0534,0.1417,0.0798,0.0484,0.015
4713,0.0675,0.0455,0.136,0.0634,0.062,0.0094
4714,0.0431,0.0371,0.1273,0.0447,0.0794,0.011
4715,0.0233,0.0288,0.1198,0.0282,0.0884,0.0142
4716,0.0098,0.021,0.1114,0.0181,0.0878,0.0059
4717,0.0005,0.015,0.0965,0.0111,0.0854,0.0068
4718,0.0,0.011,0.0812,0.0093,0.0801,0.001
4719,0.0056,0.0077,0.0657,0.0088,0.0688,0.0
4720,0.0247,0.0043,0.0476,0.0167,0.0518,0.0
4721,0.0653,0.0023,0.0351,0.0343,0.0332,0.0
4722,0.1278,0.0015,0.0252,0.0638,0.0189,0.0
4723,0.2309,0.0014,0.0208,0.1143,0.0129,0.0009
4724,0.38,0.0099,0.0219,0.1962,0.0055,0.015
4725,0.5086,0.036,0.019,0.2896,0.0007,0.0451
4726,0.599,0.0813,0.0129,0.3781,0.0004,0.082
4727,0.6105,0.1351,0.0067,0.4363,0.0034,0.1313
4728,0.4956,0.1935,0.0028,0.4018,0.0104,0.197
4729,0.3958,0.2662,0.0095,0.396,0.013,0.2697
4730,0.2891,0.3114,0.0357,0.3477,0.0101,0.3315
4731,0.2934,0.2778,0.0798,0.3356,0.0097,0.4015
4732,0.3793,0.3232,0.1052,0.3979,0.0201,0.5222
4733,0.3405,0.3366,0.1117,0.3591,0.0279,0.6301
4734,0.473,0.3158,0.1465,0.4085,0.0174,0.7157
4735,0.5727,0.3444,0.1967,0.4763,0.0054,0.777
4736,0.6185,0.3686,0.2742,0.521,0.0002,0.7969
4737,0.6273,0.3014,0.3396,0.4797,0.0105,0.7986
4738,0.6786,0.2267,0.3944,0.4563,0.0293,0.7986
4739,0.7052,0.1604,0.4367,0.4205,0.0368,0.7919
4740,0.7015,0.1373,0.4846,0.406,0.0311,0.7779
4741,0.6785,0.122,0.5183,0.3845,0.0311,0.7613
4742,0.6603,0.104,0.5214,0.3756,0.0413,0.7242
4743,0.6521,0.1153,0.4955,0.3928,0.0709,0.6798
4744,0.6324,0.1469,0.5056,0.3932,0.1049,0.6148
4745,0.5981,0.1449,0.5004,0.3667,0.1198,0.5578
4746,0.5574,0.1243,0.4213,0.342,0.1254,0.4776
4747,0.4848,0.1036,0.3367,0.3068,0.1464,0.4679
4748,0.3916,0.0958,0.2645,0.2554,0.1872,0.3934
4749,0.3343,0.0787,0.2338,0.2044,0.2381,0.3482
4750,0.4125,0.0617,0.1863,0.2171,0.3118,0.3265
4751,0.6822,0.054,0.1222,0.3656,0.3778,0.314
4752,0.777,0.0605,0.0618,0.4767,0.398,0.3177
4753,0.7835,0.0658,0.0343,0.4958,0.4444,0.3164
4754,0.8191,0.0732,0.0301,0.5353,0.5043,0.2884
4755,0.8446,0.1046,0.0321,0.5701,0.4656,0.2528
4756,0.851,0.1227,0.0377,0.576,0.4989,0.2249
4757,0.8637,0.154,0.0531,0.59,0.5134,0.1875
4758,0.8679,0.1894,0.0761,0.6035,0.5021,0.1592
4759,0.853,0.2113,0.0784,0.5977,0.4034,0.1558
4760,0.8257,0.2185,0.0628,0.5823,0.2817,0.1525
4761,0.79,0.2158,0.0197,0.5625,0.1785,0.1444
4762,0.7438,0.2225,0.0315,0.5303,0.0851,0.1444
4763,0.6991,0.2491,0.0882,0.5039,0.0421,0.1558
4764,0.6589,0.29,0.1355,0.4936,0.0327,0.1677
4765,0.6065,0.3371,0.1756,0.5008,0.1196,0.1525
4766,0.5418,0.4103,0.2055,0.4995,0.2645,0.1261
4767,0.5157,0.4841,0.1775,0.5015,0.3778,0.104
4768,0.5513,0.4898,0.1581,0.5196,0.4523,0.082
4769,0.6212,0.4542,0.1752,0.5483,0.4532,0.0685
4770,0.6858,0.4539,0.2009,0.5775,0.3454,0.0721
4771,0.668,0.4518,0.2234,0.5581,0.2242,0.0945
4772,0.5954,0.4166,0.2591,0.5027,0.2382,0.1247
4773,0.5079,0.367,0.3048,0.4404,0.2808,0.1566
4774,0.4192,0.3256,0.3569,0.3819,0.2764,0.1712
4775,0.338,0.2995,0.4066,0.329,0.237,0.1748
4776,0.2769,0.2778,0.3981,0.2826,0.2168,0.1669
4777,0.2363,0.2504,0.3518,0.2379,0.1907,0.1374
4778,0.2192,0.2216,0.3059,0.2041,0.1794,0.1168
4779,0.2121,0.1878,0.2794,0.1799,0.1703,0.0939
4780,0.2119,0.1576,0.2476,0.1669,0.1561,0.0727
4781,0.2136,0.1343,0.2234,0.1626,0.1425,0.0468
4782,0.2448,0.122,0.2257,0.1765,0.1358,0.0252
4783,0.3007,0.1157,0.2379,0.2078,0.1688,0.0137
4784,0.3865,0.1144,0.2579,0.2565,0.2086,0.011
4785,0.4851,0.1144,0.266,0.3135,0.2722,0.0167
4786,0.5976,0.1163,0.2683,0.3797,0.3419,0.0255
4787,0.6868,0.1218,0.2514,0.4377,0.3694,0.0369
4788,0.7606,0.128,0.2277,0.4915,0.3735,0.0534
4789,0.8075,0.1345,0.2141,0.5391,0.3723,0.0803
4790,0.8361,0.1481,0.2048,0.582,0.3772,0.1175
4791,0.8374,0.1723,0.1988,0.6015,0.3676,0.1609
4792,0.8329,0.1946,0.1962,0.6087,0.3639,0.1932
4793,0.8371,0.2096,0.1848,0.6179,0.3591,0.1875
4794,0.8357,0.2164,0.1763,0.6246,0.3327,0.1677
4795,0.8235,0.2243,0.1886,0.6306,0.3113,0.1866
4796,0.8176,0.2633,0.2105,0.6531,0.3288,0.2057
4797,0.8309,0.3383,0.2135,0.6924,0.3301,0.2354
4798,0.8421,0.4068,0.2089,0.7224,0.314,0.2539
4799,0.8342,0.4386,0.216,0.7219,0.2978,0.2494
4800,0.8062,0.4442,0.2257,0.691,0.2673,0.2322
4801,0.7419,0.4291,0.2295,0.6295,0.2338,0.2197
4802,0.617,0.4047,0.2125,0.5273,0.2085,0.2146
4803,0.4281,0.3897,0.1976,0.403,0.1964,0.2146
4804,0.2884,0.3781,0.173,0.3157,0.1857,0.2077
4805,0.2049,0.3886,0.136,0.2828,0.1583,0.1866
4806,0.1819,0.4516,0.0948,0.2975,0.1544,0.1695
4807,0.1848,0.5219,0.0687,0.3127,0.1611,0.2126
4808,0.2394,0.575,0.0845,0.3486,0.1746,0.2343
4809,0.2917,0.6128,0.1736,0.3813,0.1834,0.2106
4810,0.3282,0.6332,0.3233,0.3987,0.1964,0.1941
4811,0.352,0.6307,0.4575,0.4064,0.1938,0.2037
4812,0.3583,0.6107,0.5582,0.4047,0.1928,0.2386
4813,0.3726,0.5905,0.6224,0.4039,0.2038,0.2572
4814,0.4181,0.5717,0.6547,0.4199,0.2252,0.2451
4815,0.4483,0.5389,0.6719,0.4184,0.261,0.2343
4816,0.4377,0.4893,0.6787,0.3934,0.3014,0.228
4817,0.3937,0.4383,0.6701,0.3539,0.3429,0.2228
4818,0.3441,0.3924,0.6492,0.3102,0.3788,0.1757
4819,0.3041,0.3521,0.6287,0.2726,0.4023,0.1444
4820,0.2493,0.3162,0.6222,0.2346,0.4064,0.1291
4821,0.1838,0.3016,0.6118,0.1971,0.3898,0.1189
4822,0.1419,0.2847,0.5963,0.1661,0.3951,0.1086
4823,0.1092,0.2597,0.5755,0.1406,0.3713,0.0908
4824,0.0714,0.2324,0.5433,0.1092,0.3576,0.1829
4825,0.0433,0.2034,0.5112,0.0803,0.3487,0.2968
4826,0.0249,0.1751,0.4705,0.0581,0.3314,0.3508
4827,0.0339,0.1488,0.4227,0.0537,0.3321,0.3759
4828,0.075,0.1307,0.3698,0.0685,0.3117,0.479
4829,0.1259,0.1139,0.3565,0.0916,0.3013,0.4002
4830,0.1557,0.1063,0.3684,0.1099,0.3122,0.3392
4831,0.1832,0.109,0.3438,0.1269,0.3109,0.3679
4832,0.2119,0.1089,0.3415,0.1444,0.3179,0.5887
4833,0.2103,0.1056,0.3384,0.1384,0.3339,0.8068
4834,0.1933,0.0933,0.337,0.1146,0.3345,0.7427
4835,0.2207,0.0828,0.2885,0.1208,0.3158,0.7003
4836,0.2615,0.0747,0.2433,0.1431,0.2838,0.7189
4837,0.2829,0.0621,0.2321,0.155,0.2393,0.6879
4838,0.2716,0.0501,0.2002,0.1636,0.1916,0.6798
4839,0.2073,0.0471,0.1399,0.1471,0.149,0.6844
4840,0.1932,0.0504,0.0939,0.1405,0.1049,0.668
4841,0.2059,0.0605,0.0664,0.1619,0.0817,0.6326
4842,0.1047,0.0907,0.0389,0.1407,0.0882,0.5874
4843,0.0637,0.1361,0.0182,0.1357,0.0553,0.5551
4844,0.1038,0.1725,0.0156,0.1581,0.0195,0.5249
4845,0.0915,0.1922,0.0295,0.1548,0.0086,0.536
4846,0.0824,0.1927,0.0657,0.1332,0.0116,0.5673
4847,0.0956,0.1684,0.1185,0.123,0.0348,0.5794
4848,0.1039,0.1546,0.1735,0.1313,0.0717,0.566
4849,0.0713,0.1367,0.2336,0.102,0.1388,0.586
4850,0.1165,0.0918,0.2796,0.0976,0.2183,0.5565
4851,0.2086,0.0603,0.3054,0.1446,0.281,0.5551
4852,0.2369,0.1071,0.2991,0.19,0.2907,0.518
4853,0.2921,0.15,0.3281,0.2268,0.2908,0.4248
4854,0.4062,0.1262,0.3292,0.273,0.3153,0.3405
4855,0.5201,0.109,0.274,0.3357,0.3747,0.3265
4856,0.6043,0.1071,0.2622,0.3934,0.4665,0.3866
4857,0.6379,0.1097,0.2582,0.4157,0.5764,0.4567
4858,0.6482,0.1221,0.2528,0.4371,0.6382,0.5166
4859,0.6218,0.1811,0.2493,0.4467,0.6424,0.5592
4860,0.5452,0.2334,0.266,0.4226,0.6469,0.578
4861,0.4731,0.2337,0.2919,0.3706,0.643,0.607
4862,0.4531,0.21,0.317,0.3472,0.6485,0.594
4863,0.3564,0.1799,0.3021,0.2855,0.6752,0.5469
4864,0.301,0.1464,0.2924,0.2424,0.668,0.5013
4865,0.2587,0.1075,0.3068,0.216,0.6528,0.4692
4866,0.0954,0.063,0.2797,0.1148,0.6256,0.4207
4867,0.0295,0.0665,0.1947,0.0791,0.5901,0.3534
4868,0.0208,0.0742,0.2076,0.0672,0.569,0.329
4869,0.0152,0.0594,0.23,0.0436,0.5633,0.3127
4870,0.0375,0.0601,0.2384,0.0628,0.6142,0.2813
4871,0.0691,0.0745,0.2296,0.0853,0.686,0.2505
4872,0.0846,0.0641,0.2478,0.0866,0.7205,0.2218
4873,0.0348,0.038,0.2545,0.0464,0.7238,0.197
4874,0.0097,0.0234,0.2171,0.0281,0.7063,0.1784
4875,0.0108,0.0502,0.1537,0.0471,0.7194,0.1583
4876,0.0231,0.079,0.1149,0.0441,0.6568,0.1436
4877,0.0503,0.0919,0.0558,0.0538,0.6068,0.1298
4878,0.0871,0.098,0.0273,0.0687,0.552,0.1093
4879,0.1278,0.0898,0.0193,0.0991,0.5172,0.1168
4880,0.1637,0.1236,0.0151,0.1478,0.4466,0.1247
4881,0.1755,0.1522,0.0115,0.1755,0.4133,0.1351
4882,0.1671,0.1682,0.023,0.1863,0.4124,0.1669
4883,0.1461,0.1861,0.0494,0.1852,0.4363,0.2207
4884,0.1326,0.201,0.095,0.1765,0.4452,0.292
4885,0.1274,0.1945,0.1301,0.1636,0.4431,0.3746
4886,0.1422,0.1726,0.1445,0.1596,0.4552,0.4483
4887,0.1892,0.161,0.1457,0.1782,0.4447,0.4804
4888,0.2516,0.1534,0.1583,0.2055,0.3884,0.4525
4889,0.304,0.1497,0.1747,0.2293,0.3237,0.3866
4890,0.3687,0.1528,0.1778,0.2599,0.2506,0.3418
4891,0.5203,0.1464,0.1804,0.3324,0.2037,0.314
4892,0.6122,0.131,0.1906,0.4045,0.1903,0.2572
4893,0.6195,0.1217,0.187,0.4108,0.2003,0.2167
4894,0.6214,0.1217,0.1734,0.4211,0.2176,0.196
4895,0.6319,0.129,0.1489,0.4366,0.2393,0.1838
4896,0.599,0.1444,0.1294,0.4158,0.2636,0.1739
4897,0.5349,0.1663,0.1319,0.3781,0.2918,0.1566
4898,0.4709,0.1915,0.1482,0.3455,0.3432,0.1501
4899,0.4113,0.2043,0.1827,0.311,0.3805,0.1397
4900,0.3897,0.2012,0.2006,0.2982,0.36,0.1196
4901,0.3979,0.2056,0.1882,0.309,0.3092,0.1021
4902,0.4313,0.2187,0.1894,0.3379,0.2863,0.0861
4903,0.4809,0.2455,0.1929,0.3833,0.2937,0.0826
4904,0.528,0.2835,0.1945,0.4256,0.2934,0.0781
4905,0.5562,0.2935,0.1865,0.4404,0.287,0.0711
4906,0.5718,0.2714,0.1792,0.4346,0.2823,0.0649
4907,0.5833,0.2395,0.1806,0.4257,0.2701,0.0669
4908,0.605,0.2071,0.1909,0.4267,0.2551,0.0832
4909,0.6307,0.1782,0.2075,0.4327,0.2351,0.0964
4910,0.6598,0.1601,0.2212,0.4446,0.2073,0.1021
4911,0.674,0.1584,0.2382,0.4572,0.1796,0.1066
4912,0.6649,0.1629,0.2501,0.4541,0.1531,0.1053
4913,0.6512,0.1646,0.2446,0.4482,0.1262,0.1021
4914,0.6451,0.1643,0.2341,0.446,0.1001,0.1086
4915,0.6178,0.162,0.2177,0.4276,0.0916,0.1211
4916,0.556,0.1534,0.2012,0.3846,0.0809,0.1583
4917,0.5091,0.1433,0.1814,0.351,0.064,0.1922
4918,0.5152,0.1409,0.1646,0.3541,0.0455,0.1979
4919,0.5104,0.1426,0.1536,0.3542,0.0288,0.1748
4920,0.5347,0.1425,0.1469,0.3675,0.0154,0.1382
4921,0.5055,0.1446,0.1417,0.3489,0.008,0.092
4922,0.4346,0.1513,0.1329,0.3147,0.0088,0.0503
4923,0.3815,0.1605,0.1337,0.3009,0.0259,0.0219
4924,0.3274,0.1816,0.14,0.2949,0.0644,0.0057
4925,0.2669,0.2274,0.1431,0.2944,0.1079,0.0001
4926,0.2193,0.2875,0.1549,0.2962,0.1701,0.0
4927,0.1798,0.3298,0.1606,0.2816,0.2653,0.0
4928,0.1718,0.3624,0.1604,0.2829,0.3892,0.0006
4929,0.1781,0.412,0.1592,0.3069,0.492,0.0103
4930,0.1644,0.488,0.1792,0.3277,0.5629,0.035
4931,0.1406,0.5666,0.2356,0.3235,0.5963,0.0711
4932,0.1184,0.613,0.3274,0.305,0.6132,0.1254
4933,0.1051,0.6227,0.4507,0.281,0.635,0.1932
4934,0.0935,0.5995,0.5769,0.2494,0.6485,0.2628
4935,0.0869,0.5542,0.6866,0.2179,0.659,0.3265
4936,0.0981,0.4958,0.7508,0.1997,0.6556,0.3666
4937,0.12,0.4419,0.76,0.1936,0.6341,0.3692
4938,0.1602,0.3993,0.7335,0.2004,0.5923,0.3469
4939,0.2245,0.3616,0.7073,0.2211,0.5471,0.3431
4940,0.2845,0.3312,0.6876,0.2487,0.5268,0.3799
4941,0.3186,0.3127,0.6523,0.2669,0.5063,0.4317
4942,0.3034,0.3119,0.6152,0.2568,0.4804,0.4888
4943,0.2789,0.3156,0.5836,0.2369,0.4524,0.5415
4944,0.2539,0.3126,0.5571,0.2152,0.4282,0.578
4945,0.2249,0.2879,0.5387,0.186,0.4018,0.6199
4946,0.2123,0.2472,0.5148,0.1633,0.387,0.6936
4947,0.1907,0.2043,0.4761,0.1394,0.3444,0.8027
4948,0.1613,0.1674,0.4389,0.1125,0.2856,0.8084
4949,0.1626,0.1308,0.4155,0.1062,0.2252,0.8043
4950,0.1759,0.0994,0.3794,0.1119,0.1724,0.7417
4951,0.1674,0.0836,0.3324,0.1088,0.1283,0.7315
4952,0.158,0.0766,0.2911,0.1085,0.0962,0.662
