index,wind_BE,wind_DE,wind_DK,wind_NL,wind_NO,wind_UK
2791,0.414,0.1162,0.0249,0.255,0.0314,0.2397
2792,0.4967,0.173,0.0604,0.3163,0.0226,0.1932
2793,0.5568,0.2116,0.106,0.3647,0.0378,0.1276
2794,0.5726,0.2145,0.1503,0.3744,0.0474,0.0759
2795,0.5921,0.2036,0.199,0.3837,0.0572,0.0503
2796,0.6294,0.1656,0.2411,0.3953,0.0806,0.0331
2797,0.6468,0.1283,0.2659,0.4041,0.093,0.0159
2798,0.6325,0.1041,0.2881,0.4024,0.0877,0.0032
2799,0.6015,0.0962,0.3285,0.3887,0.0926,0.0012
2800,0.5572,0.0939,0.3029,0.3535,0.1007,0.0046
2801,0.4518,0.0889,0.2299,0.294,0.0964,0.01
2802,0.3641,0.1032,0.1591,0.2607,0.0726,0.0122
2803,0.3083,0.1179,0.1192,0.249,0.0351,0.0134
2804,0.252,0.1218,0.0942,0.2276,0.0183,0.0142
2805,0.2069,0.1307,0.0535,0.2082,0.0304,0.02
2806,0.164,0.1573,0.0285,0.1933,0.0586,0.0338
2807,0.13,0.1831,0.0378,0.1752,0.074,0.0498
2808,0.091,0.201,0.0589,0.1491,0.0675,0.0595
2809,0.0676,0.2058,0.0945,0.1241,0.0498,0.0605
2810,0.0604,0.2589,0.142,0.1359,0.0326,0.0634
2811,0.059,0.304,0.1697,0.1602,0.0181,0.0706
2812,0.0528,0.2574,0.1502,0.1518,0.0074,0.0711
2813,0.0403,0.1853,0.152,0.1228,0.0047,0.069
2814,0.0262,0.1361,0.1317,0.094,0.0048,0.0654
2815,0.0209,0.1164,0.1023,0.0734,0.0094,0.0571
2816,0.0261,0.1265,0.0906,0.0621,0.0195,0.0503
2817,0.0283,0.1714,0.1171,0.0623,0.0348,0.0489
2818,0.0204,0.2562,0.181,0.0824,0.0551,0.0455
2819,0.0128,0.3071,0.3108,0.1029,0.082,0.0385
2820,0.0045,0.313,0.4084,0.1074,0.1168,0.0413
2821,0.0004,0.2789,0.4364,0.094,0.1683,0.0455
2822,0.0,0.2159,0.4346,0.0612,0.2434,0.0434
2823,0.0,0.1639,0.3978,0.0288,0.3311,0.0377
2824,0.0018,0.1273,0.3765,0.0058,0.413,0.0279
2825,0.0087,0.1332,0.3817,0.0045,0.4784,0.0132
2826,0.0185,0.1546,0.3835,0.0192,0.5237,0.0019
2827,0.0339,0.1637,0.3344,0.0463,0.5225,0.0
2828,0.0515,0.1917,0.2171,0.0732,0.4708,0.0
2829,0.081,0.201,0.1537,0.0976,0.4053,0.0072
2830,0.0977,0.1849,0.1262,0.1042,0.3436,0.0331
2831,0.0903,0.1584,0.102,0.0938,0.3005,0.06
2832,0.0672,0.1296,0.0831,0.0749,0.2715,0.0809
2833,0.0458,0.1027,0.0817,0.0564,0.2503,0.0914
2834,0.0314,0.0795,0.0764,0.0426,0.239,0.092
2835,0.0218,0.059,0.0573,0.0317,0.2383,0.0809
2836,0.0176,0.0429,0.0417,0.024,0.2492,0.0649
2837,0.0168,0.0327,0.0272,0.0202,0.228,0.0512
2838,0.0119,0.0254,0.0153,0.0152,0.1726,0.0397
2839,0.0063,0.0205,0.0104,0.01,0.1386,0.0397
2840,0.004,0.0183,0.0105,0.0068,0.1684,0.1397
2841,0.0019,0.0151,0.0108,0.0039,0.1854,0.2732
2842,0.0,0.0121,0.0137,0.0001,0.1659,0.3252
2843,0.0,0.0107,0.0215,0.0001,0.1273,0.3341
2844,0.0,0.0092,0.0326,0.0001,0.0925,0.3561
2845,0.0,0.0087,0.0362,0.0,0.0638,0.4015
2846,0.0,0.0112,0.0304,0.0,0.053,0.4748
2847,0.0,0.0181,0.0196,0.0,0.0472,0.5673
2848,0.0,0.0269,0.0118,0.0,0.0585,0.5847
2849,0.0,0.0375,0.0071,0.0001,0.0778,0.5966
2850,0.0,0.0465,0.0041,0.0003,0.1441,0.6716
2851,0.0,0.0524,0.001,0.0001,0.2477,0.6947
2852,0.0001,0.0514,0.0002,0.0,0.2831,0.6313
2853,0.0002,0.0479,0.0,0.0,0.3192,0.5194
2854,0.0006,0.0454,0.0,0.0,0.3983,0.422
2855,0.0017,0.0426,0.0,0.0001,0.4393,0.4138
2856,0.0048,0.0402,0.0001,0.0008,0.439,0.5249
2857,0.0092,0.0419,0.0014,0.003,0.388,0.57
2858,0.0133,0.0452,0.0062,0.0067,0.3554,0.4958
2859,0.0126,0.0471,0.0204,0.0072,0.3485,0.3653
2860,0.0117,0.0499,0.0425,0.0057,0.3578,0.2218
2861,0.0153,0.0515,0.0552,0.0064,0.3362,0.1175
2862,0.0215,0.0508,0.0597,0.0094,0.2897,0.0737
2863,0.0266,0.0502,0.0635,0.0122,0.2862,0.0849
2864,0.0377,0.0526,0.0622,0.0173,0.3009,0.1008
2865,0.0437,0.055,0.0459,0.0199,0.2782,0.0861
2866,0.0384,0.0527,0.0298,0.0169,0.2141,0.0629
2867,0.0294,0.0535,0.0235,0.012,0.1364,0.0409
2868,0.0221,0.0581,0.0206,0.0086,0.0923,0.0179
2869,0.0178,0.0641,0.0202,0.0087,0.072,0.0038
2870,0.0165,0.0724,0.0225,0.0111,0.0554,0.0003
2871,0.0194,0.0816,0.022,0.0152,0.0467,0.0
2872,0.0308,0.087,0.0197,0.0228,0.0417,0.0
2873,0.0564,0.0906,0.0194,0.0371,0.0339,0.0
2874,0.0964,0.0916,0.0139,0.0592,0.029,0.0007
2875,0.1445,0.0882,0.0066,0.0888,0.0388,0.0197
2876,0.1851,0.0832,0.0054,0.1157,0.0646,0.0605
2877,0.2015,0.0798,0.0062,0.1272,0.0967,0.1106
2878,0.1934,0.0762,0.0231,0.1232,0.1226,0.1695
2879,0.1675,0.069,0.0684,0.1084,0.1673,0.2301
2880,0.1364,0.0603,0.0872,0.0911,0.2273,0.2766
2881,0.1088,0.0539,0.09,0.0765,0.285,0.2732
2882,0.0846,0.0496,0.0835,0.0649,0.3382,0.272
2883,0.0623,0.047,0.0731,0.0545,0.3807,0.3405
2884,0.044,0.0449,0.0661,0.0459,0.4102,0.4359
2885,0.0302,0.0423,0.054,0.038,0.4182,0.5166
2886,0.0186,0.043,0.0496,0.0293,0.4413,0.6572
2887,0.0094,0.0431,0.047,0.0203,0.5176,0.7146
2888,0.0032,0.0427,0.0445,0.0139,0.6046,0.7536
2889,0.0006,0.0446,0.0495,0.011,0.651,0.7437
2890,0.0004,0.0471,0.061,0.0107,0.6832,0.582
2891,0.0041,0.0481,0.0653,0.011,0.7158,0.407
2892,0.0097,0.0469,0.0548,0.0121,0.7464,0.3265
2893,0.0176,0.0445,0.0376,0.0149,0.7713,0.272
2894,0.0455,0.0443,0.0273,0.0281,0.788,0.229
2895,0.102,0.0462,0.028,0.0532,0.7908,0.1932
2896,0.1716,0.0416,0.0326,0.0798,0.7956,0.1669
2897,0.2364,0.0347,0.0344,0.1064,0.8078,0.1626
2898,0.299,0.0313,0.0411,0.1419,0.816,0.1669
2899,0.3385,0.0305,0.0604,0.1695,0.8179,0.1922
2900,0.3369,0.0274,0.0902,0.1762,0.819,0.229
2901,0.3353,0.0236,0.1295,0.1803,0.8185,0.2386
2902,0.3234,0.0203,0.1633,0.1778,0.8006,0.2136
2903,0.3033,0.0178,0.1776,0.1732,0.7612,0.1712
2904,0.2932,0.0169,0.1731,0.1731,0.7193,0.1366
2905,0.2845,0.0204,0.1642,0.1737,0.6934,0.1175
2906,0.2432,0.029,0.1607,0.1616,0.6177,0.1014
2907,0.192,0.0352,0.1406,0.1378,0.5327,0.0815
2908,0.1428,0.0376,0.1121,0.1104,0.4278,0.0619
2909,0.1003,0.0365,0.0754,0.0849,0.3424,0.0463
2910,0.0716,0.0334,0.0547,0.0661,0.3141,0.0294
2911,0.0598,0.033,0.0426,0.0578,0.2516,0.0203
2912,0.0562,0.0341,0.0328,0.0549,0.2145,0.0255
2913,0.053,0.0346,0.0279,0.0539,0.1964,0.0287
2914,0.0481,0.0327,0.0274,0.0511,0.1844,0.0323
2915,0.0429,0.03,0.0304,0.0477,0.1875,0.0438
2916,0.0395,0.029,0.0365,0.0453,0.2014,0.0743
2917,0.0326,0.0308,0.0455,0.0416,0.2105,0.1239
2918,0.021,0.0328,0.0584,0.0351,0.2096,0.1885
2919,0.0122,0.0307,0.0687,0.0282,0.1964,0.2407
2920,0.0069,0.0261,0.0668,0.022,0.1796,0.255
2921,0.0028,0.0206,0.0592,0.0165,0.1672,0.2517
2922,0.0028,0.0122,0.0506,0.0113,0.1495,0.2407
2923,0.0098,0.005,0.0452,0.0087,0.1317,0.2354
2924,0.0287,0.0021,0.0434,0.0133,0.1155,0.2606
2925,0.0532,0.0009,0.046,0.0227,0.1019,0.279
2926,0.0731,0.0003,0.0454,0.0325,0.0853,0.2697
2927,0.0844,0.0003,0.0403,0.0397,0.0634,0.2483
2928,0.0939,0.0006,0.0325,0.0466,0.0531,0.2813
2929,0.1097,0.0013,0.0243,0.0563,0.0598,0.44
2930,0.1309,0.0023,0.0199,0.0706,0.0715,0.4762
2931,0.1686,0.0028,0.0167,0.0922,0.0844,0.4665
2932,0.2029,0.0026,0.0141,0.1172,0.1095,0.392
2933,0.2284,0.002,0.0129,0.1356,0.1412,0.3214
2934,0.2514,0.0027,0.0116,0.1526,0.1629,0.2766
2935,0.3005,0.0083,0.0124,0.1883,0.1869,0.264
2936,0.2552,0.0216,0.0154,0.1772,0.2074,0.2944
2937,0.2221,0.0407,0.0257,0.17,0.199,0.2743
2938,0.2306,0.0664,0.0441,0.1894,0.1668,0.2407
2939,0.2093,0.0942,0.058,0.1875,0.1334,0.2087
2940,0.2016,0.1104,0.0514,0.198,0.1068,0.2037
2941,0.2357,0.175,0.0375,0.2518,0.0844,0.1951
2942,0.2476,0.2666,0.04,0.2794,0.0703,0.1721
2943,0.2365,0.3259,0.0428,0.2956,0.0665,0.16
2944,0.2051,0.3969,0.0301,0.304,0.0749,0.1374
2945,0.1649,0.4228,0.0343,0.2928,0.0976,0.1147
2946,0.1172,0.4254,0.0771,0.2721,0.133,0.1021
2947,0.0645,0.4192,0.1571,0.2447,0.1774,0.1225
2948,0.0288,0.431,0.2365,0.2286,0.2154,0.1575
2949,0.0125,0.4505,0.2788,0.22,0.2359,0.1811
2950,0.0079,0.4707,0.2974,0.2157,0.26,0.1932
2951,0.0119,0.5219,0.3223,0.2221,0.2799,0.1941
2952,0.0165,0.5661,0.3454,0.2217,0.3019,0.196
2953,0.0236,0.5648,0.3812,0.207,0.3243,0.1875
2954,0.0378,0.5329,0.4288,0.193,0.3394,0.1951
2955,0.0503,0.4921,0.4822,0.1832,0.3349,0.2077
2956,0.0625,0.4421,0.5462,0.1712,0.3045,0.2418
2957,0.0691,0.3764,0.5877,0.1505,0.2331,0.272
2958,0.0629,0.2986,0.6008,0.122,0.1612,0.314
2959,0.0546,0.2248,0.55,0.0982,0.1024,0.3866
2960,0.0554,0.1858,0.4573,0.0964,0.0874,0.4916
2961,0.0575,0.1766,0.3792,0.1052,0.1233,0.5578
2962,0.0623,0.188,0.3377,0.1203,0.222,0.5847
2963,0.0811,0.2173,0.3394,0.1467,0.368,0.566
2964,0.1045,0.2454,0.3473,0.1683,0.5401,0.5538
2965,0.1165,0.2701,0.3784,0.1825,0.6491,0.551
2966,0.1311,0.2897,0.4354,0.2001,0.7237,0.5592
2967,0.1652,0.3032,0.4622,0.2288,0.7888,0.574
2968,0.2302,0.3271,0.4811,0.277,0.8269,0.5754
2969,0.322,0.3567,0.5077,0.3398,0.8308,0.5592
2970,0.4326,0.3851,0.5374,0.4136,0.831,0.5992
2971,0.5398,0.4514,0.5901,0.5075,0.8096,0.6462
2972,0.6179,0.551,0.6843,0.5874,0.7106,0.6475
2973,0.628,0.6278,0.7326,0.6194,0.5492,0.6212
2974,0.6161,0.6637,0.7263,0.6236,0.4399,0.5992
2975,0.6042,0.6866,0.7526,0.6288,0.4474,0.5646
2976,0.6146,0.6864,0.7568,0.6166,0.5462,0.5208
2977,0.5697,0.6492,0.6709,0.5701,0.6343,0.4776
2978,0.527,0.5464,0.4857,0.5066,0.7123,0.4762
2979,0.5407,0.4145,0.3916,0.4821,0.7192,0.4832
2980,0.4745,0.338,0.4242,0.4078,0.646,0.4386
2981,0.4125,0.2952,0.3892,0.3468,0.5821,0.3907
2982,0.3553,0.2923,0.3374,0.3113,0.622,0.364
2983,0.3313,0.3071,0.332,0.2971,0.6701,0.3679
2984,0.2888,0.3273,0.3686,0.2724,0.6561,0.4138
2985,0.2638,0.3039,0.3782,0.2505,0.6552,0.4567
2986,0.2431,0.2789,0.3718,0.2377,0.6553,0.4706
2987,0.2399,0.263,0.3369,0.2357,0.6713,0.5291
2988,0.2824,0.2489,0.2955,0.2592,0.6882,0.5646
2989,0.3687,0.2657,0.2675,0.3062,0.6788,0.6388
2990,0.48,0.28,0.2539,0.3666,0.6177,0.6487
2991,0.5804,0.2886,0.2688,0.4274,0.5694,0.656
2992,0.6838,0.3004,0.2972,0.5021,0.5173,0.7103
2993,0.7645,0.3124,0.3037,0.5694,0.4184,0.7417
2994,0.7666,0.3251,0.301,0.603,0.319,0.7357
2995,0.7461,0.443,0.3093,0.6564,0.2706,0.7221
2996,0.7634,0.6035,0.2747,0.7114,0.2345,0.6947
2997,0.7299,0.683,0.2204,0.683,0.2003,0.6704
2998,0.7171,0.7032,0.3016,0.6899,0.1683,0.6716
2999,0.6947,0.7639,0.4156,0.7002,0.1334,0.6867
3000,0.6715,0.8185,0.4746,0.7017,0.1132,0.7026
3001,0.6398,0.8352,0.5398,0.6842,0.1448,0.6833
3002,0.6148,0.8359,0.5511,0.6652,0.2322,0.6475
3003,0.585,0.8579,0.5336,0.6451,0.342,0.5992
3004,0.5572,0.8632,0.5609,0.6228,0.4158,0.536
3005,0.547,0.8528,0.6147,0.6092,0.4562,0.4706
3006,0.5822,0.8328,0.7061,0.612,0.4865,0.4138
3007,0.565,0.7854,0.7991,0.5687,0.524,0.4097
3008,0.5495,0.6959,0.8379,0.5166,0.5712,0.4525
3009,0.5357,0.5895,0.833,0.4646,0.5762,0.5249
3010,0.453,0.4807,0.8,0.3724,0.5714,0.6057
3011,0.4038,0.3924,0.7449,0.3083,0.5595,0.6867
3012,0.3828,0.3236,0.6803,0.2668,0.5466,0.7242
3013,0.4004,0.2632,0.6207,0.2541,0.5446,0.7497
3014,0.4541,0.2196,0.5608,0.2696,0.5116,0.7641
3015,0.5084,0.1999,0.4788,0.2964,0.4194,0.7632
3016,0.584,0.1894,0.3856,0.3487,0.3407,0.7584
3017,0.6417,0.1848,0.3054,0.3993,0.3301,0.7832
3018,0.6691,0.1822,0.2457,0.4358,0.3494,0.7994
3019,0.6873,0.1906,0.2119,0.4707,0.4576,0.8223
3020,0.6555,0.2379,0.2249,0.4932,0.5888,0.8035
3021,0.5879,0.3381,0.2942,0.5111,0.6968,0.7059
3022,0.563,0.4524,0.3683,0.5359,0.7941,0.6584
3023,0.5319,0.5579,0.449,0.5387,0.8735,0.656
3024,0.538,0.6107,0.5205,0.5495,0.8883,0.6326
3025,0.5109,0.6171,0.5263,0.5298,0.8472,0.59
3026,0.4876,0.604,0.6002,0.5005,0.8054,0.5166
3027,0.459,0.5357,0.6141,0.4639,0.7166,0.388
3028,0.4457,0.5068,0.6023,0.4669,0.6126,0.279
3029,0.454,0.524,0.6019,0.4848,0.6121,0.2708
3030,0.488,0.5833,0.6451,0.5191,0.6248,0.3065
3031,0.5167,0.6074,0.677,0.533,0.7076,0.3974
3032,0.5061,0.5947,0.6936,0.5157,0.81,0.5069
3033,0.4554,0.5609,0.6602,0.464,0.8655,0.5415
3034,0.3908,0.4927,0.5867,0.395,0.8924,0.5606
3035,0.3311,0.3942,0.5337,0.3203,0.9045,0.6288
3036,0.3007,0.3218,0.5348,0.2712,0.8899,0.7346
3037,0.292,0.2563,0.5023,0.236,0.8899,0.8238
3038,0.3013,0.2015,0.4466,0.2144,0.8965,0.861
3039,0.2978,0.1517,0.3719,0.1942,0.8876,0.8818
3040,0.2761,0.1135,0.2913,0.1753,0.8617,0.8962
3041,0.2412,0.0939,0.2165,0.1631,0.8276,0.9073
3042,0.2295,0.096,0.1736,0.1692,0.8079,0.9117
3043,0.236,0.1227,0.188,0.1978,0.8166,0.9073
3044,0.2158,0.1501,0.2367,0.2059,0.8369,0.8861
3045,0.2119,0.199,0.2912,0.2255,0.8674,0.8436
3046,0.2373,0.2894,0.3621,0.2772,0.8909,0.8076
3047,0.2703,0.3704,0.4498,0.3195,0.9218,0.7936
3048,0.306,0.3993,0.5019,0.3394,0.941,0.823
3049,0.3619,0.4017,0.5677,0.366,0.9609,0.8367
3050,0.4309,0.4091,0.6137,0.4041,0.9777,0.8423
3051,0.4707,0.4137,0.6052,0.4263,0.9809,0.8622
3052,0.4849,0.4541,0.6186,0.4438,0.976,0.8785
3053,0.5206,0.4735,0.6166,0.4795,0.9631,0.8855
3054,0.5997,0.4764,0.567,0.5362,0.962,0.8876
3055,0.633,0.5088,0.6117,0.5728,0.9703,0.864
3056,0.6761,0.5228,0.6451,0.6006,0.9716,0.7669
3057,0.724,0.5173,0.6623,0.6142,0.9659,0.645
3058,0.7917,0.4956,0.6674,0.6563,0.9631,0.6225
3059,0.844,0.4661,0.6751,0.6921,0.9634,0.6499
3060,0.8387,0.4338,0.663,0.6963,0.9673,0.6716
3061,0.7945,0.4441,0.6417,0.677,0.9703,0.6536
3062,0.7776,0.5083,0.6169,0.6803,0.967,0.6199
3063,0.7257,0.5269,0.6407,0.6318,0.9619,0.6018
3064,0.6605,0.4824,0.6833,0.561,0.9598,0.5687
3065,0.6154,0.469,0.6398,0.5607,0.9469,0.5152
3066,0.6174,0.5369,0.6166,0.5947,0.9245,0.4595
3067,0.622,0.5605,0.652,0.5947,0.8705,0.3626
3068,0.629,0.5503,0.6649,0.5788,0.7852,0.2801
3069,0.6024,0.5304,0.6702,0.5458,0.7135,0.2663
3070,0.5105,0.5026,0.6475,0.4686,0.6453,0.3053
3071,0.3693,0.4946,0.6406,0.3803,0.5556,0.324
3072,0.2446,0.4703,0.6284,0.2981,0.4993,0.3252
3073,0.163,0.4226,0.6088,0.2353,0.4661,0.3354
3074,0.1192,0.3464,0.5835,0.1825,0.441,0.3482
3075,0.1294,0.2741,0.4923,0.1589,0.4259,0.3719
3076,0.1255,0.2294,0.3893,0.1438,0.4392,0.4083
3077,0.1305,0.2136,0.3618,0.1513,0.4496,0.4456
3078,0.1167,0.2126,0.4038,0.151,0.5562,0.4776
3079,0.0885,0.2193,0.4245,0.138,0.684,0.5834
3080,0.071,0.2235,0.4389,0.1254,0.7616,0.6148
3081,0.0591,0.2065,0.4564,0.1086,0.8114,0.5497
3082,0.0579,0.174,0.4457,0.0964,0.8419,0.4097
3083,0.0557,0.1436,0.4134,0.0869,0.8512,0.3041
3084,0.0455,0.1114,0.3723,0.074,0.8428,0.2583
3085,0.0323,0.0813,0.3283,0.0585,0.8236,0.2249
3086,0.0212,0.0559,0.2794,0.0432,0.8044,0.1951
3087,0.0191,0.0371,0.2269,0.0331,0.7827,0.1609
3088,0.0228,0.0236,0.1874,0.0265,0.7619,0.1232
3089,0.0283,0.018,0.1559,0.0233,0.7657,0.0902
3090,0.0373,0.0171,0.1528,0.0241,0.794,0.068
3091,0.0532,0.0194,0.1786,0.0296,0.8378,0.0605
3092,0.0718,0.0255,0.2134,0.0404,0.8612,0.0516
3093,0.0893,0.0391,0.2576,0.056,0.8518,0.0468
3094,0.0937,0.0594,0.3108,0.0688,0.7861,0.0421
3095,0.0804,0.0843,0.3706,0.0743,0.6638,0.0272
3096,0.0611,0.1132,0.4018,0.0743,0.5388,0.015
3097,0.0449,0.126,0.4055,0.072,0.5014,0.0066
3098,0.0325,0.1245,0.3789,0.0659,0.457,0.0029
3099,0.0229,0.0952,0.376,0.0513,0.438,0.0042
3100,0.0161,0.0641,0.3669,0.0354,0.4297,0.0092
3101,0.0128,0.0398,0.3524,0.0242,0.4141,0.02
3102,0.0132,0.0238,0.3315,0.0177,0.3986,0.0225
3103,0.0176,0.0176,0.2789,0.0174,0.4147,0.0203
3104,0.0202,0.0179,0.234,0.018,0.3855,0.029
3105,0.0203,0.0181,0.1844,0.0171,0.3542,0.0393
3106,0.0213,0.0186,0.1401,0.0167,0.3484,0.0534
3107,0.0255,0.0222,0.1151,0.0182,0.3628,0.07
3108,0.044,0.0261,0.1041,0.0274,0.3871,0.089
3109,0.0963,0.0289,0.0983,0.055,0.4134,0.1204
3110,0.1997,0.0294,0.0889,0.1112,0.4387,0.1651
3111,0.3351,0.0304,0.0879,0.1862,0.4656,0.2136
3112,0.4393,0.0291,0.097,0.2518,0.4923,0.255
3113,0.508,0.0266,0.1108,0.3028,0.5073,0.2825
3114,0.6013,0.027,0.1264,0.3606,0.502,0.2908
3115,0.6974,0.0307,0.1454,0.427,0.4823,0.3078
3116,0.7513,0.0388,0.1622,0.4698,0.4702,0.3315
3117,0.7445,0.0482,0.1709,0.473,0.4762,0.3495
3118,0.7386,0.0606,0.184,0.4678,0.4721,0.36
3119,0.7305,0.0784,0.2029,0.4699,0.4681,0.3587
3120,0.7316,0.096,0.2218,0.4795,0.4679,0.3495
3121,0.761,0.1103,0.2372,0.5064,0.4669,0.3444
3122,0.7854,0.1192,0.2429,0.5343,0.4738,0.3431
3123,0.8034,0.1248,0.2435,0.5509,0.4811,0.3679
3124,0.8011,0.1364,0.2449,0.554,0.4892,0.3587
3125,0.7974,0.1561,0.2558,0.5598,0.4983,0.309
3126,0.783,0.1769,0.2691,0.5597,0.5153,0.229
3127,0.7692,0.1964,0.2697,0.5589,0.5133,0.2397
3128,0.7652,0.2129,0.2691,0.5659,0.5086,0.2837
3129,0.7647,0.2317,0.2661,0.5726,0.5097,0.3115
3130,0.7559,0.247,0.2507,0.5698,0.5179,0.3392
3131,0.7512,0.2493,0.2296,0.5657,0.5309,0.3679
3132,0.7566,0.2431,0.2124,0.565,0.5374,0.3988
3133,0.7704,0.2357,0.1996,0.5704,0.54,0.4442
3134,0.788,0.2336,0.1929,0.5818,0.5445,0.4706
3135,0.7959,0.2279,0.1916,0.5864,0.5655,0.4818
3136,0.8096,0.2134,0.1941,0.5908,0.5757,0.4762
3137,0.8168,0.1985,0.2003,0.5905,0.549,0.4874
3138,0.821,0.1898,0.2115,0.5908,0.517,0.4902
3139,0.8166,0.1889,0.2285,0.5851,0.4976,0.518
3140,0.8197,0.1897,0.2205,0.5859,0.478,0.5152
3141,0.8132,0.1825,0.1834,0.572,0.4516,0.493
3142,0.7992,0.175,0.1389,0.5545,0.4208,0.5236
3143,0.8007,0.1688,0.1054,0.5506,0.3885,0.5263
3144,0.7834,0.1704,0.086,0.5372,0.3593,0.5041
3145,0.775,0.1884,0.0732,0.5328,0.3239,0.4874
3146,0.7712,0.2133,0.0662,0.5414,0.2802,0.4818
3147,0.7557,0.2256,0.0735,0.5411,0.2445,0.4748
3148,0.7413,0.2215,0.0729,0.5403,0.2006,0.4692
3149,0.7246,0.2052,0.0495,0.5332,0.1517,0.4553
3150,0.7309,0.1914,0.0288,0.5366,0.1283,0.4234
3151,0.7409,0.1743,0.0268,0.5375,0.1566,0.4029
3152,0.771,0.1654,0.0239,0.5529,0.1894,0.3482
3153,0.7969,0.1657,0.0184,0.5681,0.229,0.3102
3154,0.7926,0.1712,0.0151,0.5661,0.28,0.2908
3155,0.7609,0.1769,0.0165,0.5527,0.3381,0.286
3156,0.7375,0.1768,0.0249,0.537,0.3908,0.279
3157,0.7481,0.1797,0.0403,0.5405,0.4409,0.2766
3158,0.7442,0.1929,0.059,0.5353,0.4892,0.2494
3159,0.7086,0.22,0.0738,0.5305,0.5252,0.2136
3160,0.6763,0.2411,0.0817,0.5264,0.5288,0.1847
3161,0.6459,0.247,0.0867,0.5122,0.5077,0.1748
3162,0.6291,0.2435,0.0918,0.5022,0.5102,0.1894
3163,0.622,0.2368,0.088,0.498,0.52,0.2386
3164,0.5803,0.2225,0.0736,0.4719,0.5037,0.3152
3165,0.5597,0.2091,0.0573,0.4517,0.453,0.4138
3166,0.5618,0.191,0.0435,0.4383,0.3848,0.4734
3167,0.59,0.1657,0.0353,0.4407,0.3238,0.4207
3168,0.5376,0.1473,0.0313,0.3962,0.2718,0.3679
3169,0.5212,0.1418,0.029,0.3857,0.2368,0.3102
3170,0.5278,0.1438,0.0254,0.3898,0.2255,0.2617
3171,0.4892,0.1494,0.0221,0.3844,0.2232,0.2259
3172,0.482,0.1482,0.0193,0.3843,0.1879,0.2249
3173,0.5267,0.1547,0.0144,0.4149,0.1331,0.2207
3174,0.4964,0.1607,0.0072,0.4038,0.1073,0.2136
3175,0.448,0.1629,0.0076,0.3798,0.1406,0.2177
3176,0.414,0.1719,0.0087,0.3635,0.1852,0.2375
3177,0.3854,0.1869,0.0079,0.348,0.1873,0.2528
3178,0.3695,0.194,0.0091,0.3374,0.1657,0.2606
3179,0.3257,0.204,0.0132,0.3159,0.144,0.2708
3180,0.2736,0.2295,0.025,0.2962,0.1224,0.2755
3181,0.2057,0.2642,0.049,0.2736,0.1013,0.2517
3182,0.1414,0.3155,0.0906,0.2604,0.0815,0.2018
3183,0.1109,0.3741,0.1327,0.255,0.0666,0.1592
3184,0.1022,0.4328,0.1643,0.274,0.0556,0.1389
3185,0.1096,0.4683,0.1847,0.2982,0.0376,0.1134
3186,0.1195,0.494,0.2095,0.3179,0.0181,0.1033
3187,0.1437,0.4977,0.2283,0.3403,0.0075,0.1046
3188,0.1948,0.47,0.2021,0.3541,0.0057,0.0914
3189,0.2176,0.4389,0.1626,0.3637,0.0129,0.0695
3190,0.1976,0.4009,0.1346,0.3378,0.0219,0.0494
3191,0.1775,0.3583,0.1191,0.3133,0.0228,0.0297
3192,0.116,0.3231,0.1125,0.2673,0.0204,0.0173
3193,0.0663,0.3174,0.1108,0.2395,0.0156,0.015
3194,0.0354,0.2885,0.109,0.207,0.0132,0.02
3195,0.0192,0.2676,0.1051,0.1758,0.013,0.0301
3196,0.0104,0.2637,0.0918,0.1649,0.0191,0.0385
3197,0.0117,0.2717,0.0718,0.1678,0.0337,0.0421
3198,0.0254,0.2826,0.0642,0.1791,0.0393,0.0409
3199,0.0456,0.2873,0.0744,0.1932,0.0455,0.0259
3200,0.0518,0.2975,0.0901,0.2034,0.0521,0.0122
3201,0.0493,0.3178,0.1037,0.2078,0.0498,0.0081
3202,0.0487,0.3299,0.124,0.2149,0.0386,0.0096
3203,0.052,0.3589,0.1508,0.2323,0.029,0.0081
3204,0.0573,0.3822,0.1832,0.2428,0.0256,0.0048
3205,0.054,0.4266,0.2149,0.2522,0.0323,0.0026
3206,0.0501,0.4662,0.2474,0.2536,0.046,0.0009
3207,0.0509,0.4532,0.2605,0.2398,0.0683,0.0001
3208,0.0524,0.4823,0.2727,0.2426,0.0889,0.0
3209,0.0474,0.512,0.3009,0.2454,0.0882,0.0
3210,0.0382,0.5444,0.3434,0.2498,0.076,0.0
3211,0.0335,0.5817,0.3884,0.2517,0.0767,0.0
3212,0.0257,0.5907,0.4154,0.2504,0.101,0.0
3213,0.006,0.6446,0.3902,0.2457,0.1779,0.0
3214,0.0012,0.6975,0.3696,0.2628,0.2652,0.0
3215,0.0037,0.7058,0.3481,0.2576,0.3343,0.0
3216,0.0091,0.6934,0.3388,0.2594,0.3672,0.0
3217,0.0173,0.6946,0.3672,0.2773,0.4225,0.0003
3218,0.0291,0.6905,0.4436,0.2869,0.4078,0.0012
3219,0.0415,0.6902,0.4408,0.3001,0.3978,0.002
3220,0.0641,0.6756,0.4601,0.312,0.3738,0.0019
3221,0.0965,0.6836,0.508,0.3275,0.3064,0.0015
3222,0.137,0.6909,0.5783,0.3479,0.3355,0.0003
3223,0.1695,0.6858,0.6409,0.3648,0.3788,0.0001
