Node;Scenario;Year;Parameter;Fuel;Value
UK00;National Trends;2030;Capacity (MW);Gas;18394.0
UK00;National Trends;2030;Capacity (MW);Hydro;4839.0
UK00;National Trends;2030;Capacity (MW);Nuclear;9328.0
UK00;National Trends;2030;Capacity (MW);Oil;71.0
UK00;National Trends;2030;Capacity (MW);Other Non RES;7433.0
UK00;National Trends;2030;Capacity (MW);Other RES;6345.0
UK00;National Trends;2030;Capacity (MW);Solar;22791.0
UK00;National Trends;2030;Capacity (MW);Wind Offshore;34400.0
UK00;National Trends;2030;Capacity (MW);Wind Onshore;24556.0
UK00;National Trends;2040;Capacity (MW);Coal & Lignite;3392.0
UK00;National Trends;2040;Capacity (MW);Gas;18394.0
UK00;National Trends;2040;Capacity (MW);Hydro;5035.0
UK00;National Trends;2040;Capacity (MW);Nuclear;10998.0
UK00;National Trends;2040;Capacity (MW);Oil;71.0
UK00;National Trends;2040;Capacity (MW);Other Non RES;7433.0
UK00;National Trends;2040;Capacity (MW);Other RES;9714.0
UK00;National Trends;2040;Capacity (MW);Solar;44083.0
UK00;National Trends;2040;Capacity (MW);Wind Offshore;56372.0
UK00;National Trends;2040;Capacity (MW);Wind Onshore;37488.0
UK00;Distributed Energy;2030;Capacity (MW);Solar;6163.0
UK00;Distributed Energy;2030;Capacity (MW);Wind Onshore;2907.0
UK00;Distributed Energy;2040;Capacity (MW);Solar;16436.0
UK00;Distributed Energy;2040;Capacity (MW);Wind Onshore;8801.0
UK00;Global Ambition;2030;Capacity (MW);Solar;3838.0
UK00;Global Ambition;2030;Capacity (MW);Wind Onshore;1696.0
UK00;Global Ambition;2040;Capacity (MW);Solar;3838.0
UK00;Global Ambition;2040;Capacity (MW);Wind Onshore;4118.0
UK00;Distributed Energy;2030;Capacity (MW);Solar;27619.0
UK00;Distributed Energy;2040;Capacity (MW);Solar;54211.0
UK00;Global Ambition;2030;Capacity (MW);Solar;18396.0
UK00;Global Ambition;2040;Capacity (MW);Solar;32212.0
UKNI;Distributed Energy;2030;Capacity (MW);Gas;1408.0
UKNI;Distributed Energy;2030;Capacity (MW);Hydro;6.0
UKNI;Distributed Energy;2030;Capacity (MW);Oil;389.0
UKNI;Distributed Energy;2030;Capacity (MW);Other Non RES;9.0
UKNI;Distributed Energy;2030;Capacity (MW);Other RES;2937.0
UKNI;Distributed Energy;2030;Capacity (MW);Solar;77.0
UKNI;Distributed Energy;2030;Capacity (MW);Wind Offshore;593.0
UKNI;Distributed Energy;2030;Capacity (MW);Wind Onshore;1271.0
UKNI;Distributed Energy;2040;Capacity (MW);Gas;1424.0
UKNI;Distributed Energy;2040;Capacity (MW);Hydro;6.0
UKNI;Distributed Energy;2040;Capacity (MW);Oil;389.0
UKNI;Distributed Energy;2040;Capacity (MW);Other Non RES;9.0
UKNI;Distributed Energy;2040;Capacity (MW);Other RES;2962.0
UKNI;Distributed Energy;2040;Capacity (MW);Solar;193.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Offshore;959.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Onshore;1271.0
UKNI;Global Ambition;2030;Capacity (MW);Gas;1408.0
UKNI;Global Ambition;2030;Capacity (MW);Hydro;6.0
UKNI;Global Ambition;2030;Capacity (MW);Oil;389.0
UKNI;Global Ambition;2030;Capacity (MW);Other Non RES;9.0
UKNI;Global Ambition;2030;Capacity (MW);Other RES;2937.0
UKNI;Global Ambition;2030;Capacity (MW);Solar;54.0
UKNI;Global Ambition;2030;Capacity (MW);Wind Offshore;881.0
UKNI;Global Ambition;2030;Capacity (MW);Wind Onshore;1271.0
UKNI;Global Ambition;2040;Capacity (MW);Gas;1408.0
UKNI;Global Ambition;2040;Capacity (MW);Hydro;6.0
UKNI;Global Ambition;2040;Capacity (MW);Oil;389.0
UKNI;Global Ambition;2040;Capacity (MW);Other Non RES;9.0
UKNI;Global Ambition;2040;Capacity (MW);Other RES;2962.0
UKNI;Global Ambition;2040;Capacity (MW);Solar;135.0
UKNI;Global Ambition;2040;Capacity (MW);Wind Offshore;1135.0
UKNI;Global Ambition;2040;Capacity (MW);Wind Onshore;1271.0
UKNI;National Trends;2030;Capacity (MW);Biofuels;18.0
UKNI;National Trends;2030;Capacity (MW);Gas;1408.0
UKNI;National Trends;2030;Capacity (MW);Oil;389.0
UKNI;National Trends;2030;Capacity (MW);Other Non RES;9.0
UKNI;National Trends;2030;Capacity (MW);Other RES;77.0
UKNI;National Trends;2030;Capacity (MW);Solar;617.0
UKNI;National Trends;2030;Capacity (MW);Wind Offshore;350.0
UKNI;National Trends;2030;Capacity (MW);Wind Onshore;2034.0
UKNI;National Trends;2040;Capacity (MW);Biofuels;18.0
UKNI;National Trends;2040;Capacity (MW);Gas;1408.0
UKNI;National Trends;2040;Capacity (MW);Oil;389.0
UKNI;National Trends;2040;Capacity (MW);Other Non RES;9.0
UKNI;National Trends;2040;Capacity (MW);Other RES;102.0
UKNI;National Trends;2040;Capacity (MW);Solar;1185.0
UKNI;National Trends;2040;Capacity (MW);Wind Offshore;500.0
UKNI;National Trends;2040;Capacity (MW);Wind Onshore;2267.0
UKNI;Distributed Energy;2030;Capacity (MW);Solar;122.0
UKNI;Distributed Energy;2030;Capacity (MW);Wind Onshore;373.0
UKNI;Distributed Energy;2040;Capacity (MW);Solar;142.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Onshore;1201.0
UKNI;Global Ambition;2030;Capacity (MW);Solar;71.0
UKNI;Global Ambition;2030;Capacity (MW);Wind Onshore;307.0
UKNI;Global Ambition;2040;Capacity (MW);Solar;71.0
UKNI;Global Ambition;2040;Capacity (MW);Wind Onshore;709.0
UKNI;Distributed Energy;2040;Capacity (MW);Solar;25.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Offshore;3.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Onshore;33.0
UKNI;Distributed Energy;2040;Capacity (MW);Solar;158.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Offshore;37.0
UKNI;Distributed Energy;2040;Capacity (MW);Wind Onshore;241.0
UKNI;Global Ambition;2040;Capacity (MW);Wind Offshore;49.0
UKNI;Distributed Energy;2030;Capacity (MW);Solar;71.0
UKNI;Distributed Energy;2040;Capacity (MW);Solar;113.0
UKNI;Global Ambition;2030;Capacity (MW);Solar;19.0
UKNI;Global Ambition;2040;Capacity (MW);Solar;48.0
BE00;Distributed Energy;2040;Capacity (MW);Solar;1387.0
DE00;Distributed Energy;2040;Capacity (MW);Solar;8957.0
DKE1;Distributed Energy;2040;Capacity (MW);Solar;1503.0
UK00;Distributed Energy;2040;Capacity (MW);Solar;0.0
DKE1;Distributed Energy;2040;Capacity (MW);Wind Offshore;34.0
UK00;Distributed Energy;2040;Capacity (MW);Wind Offshore;0.0
DKE1;Global Ambition;2040;Capacity (MW);Solar;1152.0
UK00;Distributed Energy;2050;Capacity (MW);Solar;20643.0
UK00;Distributed Energy;2050;Capacity (MW);Wind Onshore;19685.0
UK00;Global Ambition;2050;Capacity (MW);Solar;3838.0
UK00;Global Ambition;2050;Capacity (MW);Wind Onshore;5087.0
UK00;Distributed Energy;2050;Capacity (MW);Solar;3206.0
UK00;Distributed Energy;2050;Capacity (MW);Wind Offshore;3532.0
UK00;Distributed Energy;2050;Capacity (MW);Wind Onshore;1547.0
UK00;Global Ambition;2050;Capacity (MW);Wind Offshore;3875.0
UK00;Global Ambition;2050;Capacity (MW);Wind Offshore;2662.0
UK00;Distributed Energy;2050;Capacity (MW);Solar;72740.0
UK00;Global Ambition;2050;Capacity (MW);Solar;46875.0
UKNI;Distributed Energy;2050;Capacity (MW);Gas;5412.0
UKNI;Distributed Energy;2050;Capacity (MW);Hydro;6.0
UKNI;Distributed Energy;2050;Capacity (MW);Oil;389.0
UKNI;Distributed Energy;2050;Capacity (MW);Other Non RES;9.0
UKNI;Distributed Energy;2050;Capacity (MW);Other RES;2962.0
UKNI;Distributed Energy;2050;Capacity (MW);Solar;213.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Offshore;3241.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Onshore;1271.0
UKNI;Global Ambition;2050;Capacity (MW);Gas;1408.0
UKNI;Global Ambition;2050;Capacity (MW);Hydro;6.0
UKNI;Global Ambition;2050;Capacity (MW);Oil;389.0
UKNI;Global Ambition;2050;Capacity (MW);Other Non RES;9.0
UKNI;Global Ambition;2050;Capacity (MW);Other RES;2962.0
UKNI;Global Ambition;2050;Capacity (MW);Solar;149.0
UKNI;Global Ambition;2050;Capacity (MW);Wind Offshore;1353.0
UKNI;Global Ambition;2050;Capacity (MW);Wind Onshore;1271.0
UKNI;Distributed Energy;2050;Capacity (MW);Solar;158.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Onshore;2178.0
UKNI;Global Ambition;2050;Capacity (MW);Solar;71.0
UKNI;Global Ambition;2050;Capacity (MW);Wind Onshore;870.0
UKNI;Distributed Energy;2050;Capacity (MW);Solar;42.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Offshore;3.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Onshore;88.0
UKNI;Distributed Energy;2050;Capacity (MW);Solar;222.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Offshore;77.0
UKNI;Distributed Energy;2050;Capacity (MW);Wind Onshore;259.0
UKNI;Global Ambition;2050;Capacity (MW);Wind Offshore;64.0
UKNI;Distributed Energy;2050;Capacity (MW);Solar;189.0
UKNI;Global Ambition;2050;Capacity (MW);Solar;87.0
BE00;Distributed Energy;2050;Capacity (MW);Solar;3556.0
DE00;Distributed Energy;2050;Capacity (MW);Solar;22967.0
DKE1;Distributed Energy;2050;Capacity (MW);Solar;1927.0
UK00;Distributed Energy;2050;Capacity (MW);Solar;0.0
DKE1;Distributed Energy;2050;Capacity (MW);Wind Offshore;44.0
UK00;Distributed Energy;2050;Capacity (MW);Wind Offshore;0.0
DKE1;Global Ambition;2050;Capacity (MW);Solar;2343.0
